Administrative port,Home port,Port letters and numbers,Vessel name,Registry of Shipping and Seamen number,Licence number,Fish producer organisation,Overall length,Registered tonnage,Engine power,Vessel capacity units,Year built,Hull,Country of construction,Shellfish  licence (Y/N),Scallop licence (Y/N)
CAMPBELTOWN,CAMPBELTOWN,FR254,DELIVERANCE,B10190,44694,SCOTTISH FISHERMENS ORGANISATION,20.6,172,406,324.84,1989,W,GBR,N,N
CAMPBELTOWN,CAMPBELTOWN,CN777,GLEANER II,A17667,10571,SCOTTISH FISHERMENS ORGANISATION,23.9,184,585,423.38,1985,S,GBR,N,N
EYEMOUTH,EYEMOUTH,LH50,JAS N,C18476,11592,NON-SECTOR,10.01,6.2,210,130.536,2005,F,ISL,Y,N
EYEMOUTH,EYEMOUTH,KY11,SEASPRAY II,A16755,40892,NON-SECTOR,10.97,8.6,169,120.917,1981,F,GBR,N,N
EYEMOUTH,PORT SETON,KY227,GUIDE ME 1,A12197,44369,NON-SECTOR,10.98,14.2,104,94.673,1971,W,,N,N
EYEMOUTH,DUNBAR,LH145,TRITON,A12327,44399,NON-SECTOR,11.04,9.09,87,78.452,1975,W,GBR,Y,N
EYEMOUTH,DUNBAR,LH13,HOMARUS,A12234,44381,NON-SECTOR,11.18,10.86,89,82.534,1976,F,GBR,Y,Y
EYEMOUTH,EYEMOUTH,LH60,SOPH-ASH-JAY,C19275,11801,NON-SECTOR,11.21,10.68,447,242.627,2007,F,ISL,Y,N
EYEMOUTH,DUNBAR,LH107,SPITFIRE,A12300,44394,ANGLO-SCOTTISH FPO LTD,11.27,14.31,141,109.77,1974,W,GBR,N,Y
EYEMOUTH,EYEMOUTH,OB39,FULMAR,A12827,40264,SCOTTISH FISHERMENS ORGANISATION,11.33,12.99,111,94.477,1976,F,GBR,N,Y
EYEMOUTH,EYEMOUTH,DE35,TAMARALYN,A17441,10503,SCOTTISH FISHERMENS ORGANISATION,11.58,25.49,130,111.768,1981,W,GBR,N,N
EYEMOUTH,EYEMOUTH,LH272,ELLEN MAC,B12234,41019,ANGLO-SCOTTISH FPO LTD,11.8,23.48,180,143.894,1991,S,GBR,N,N
EYEMOUTH,PORT SETON,LH254,JANREEN,B10945,44706,NON-SECTOR,11.9,16.83,89,94.433,1968,W,GBR,N,N
EYEMOUTH,ST ABBS,LH316,BOY ANDREW,A12399,41077,NON-SECTOR,12.17,19.63,170,134.429,1958,W,GBR,N,N
EYEMOUTH,PORT SETON,LH73,GIRL JEAN,A12279,40220,SCOTTISH FISHERMENS ORGANISATION,12.23,19.02,175,135.497,1973,W,GBR,N,N
EYEMOUTH,EYEMOUTH,UL300,ARCTURUS,A12266,44641,ANGLO-SCOTTISH FPO LTD,13.1,26.5,150,130.511,1985,W,GBR,Y,N
EYEMOUTH,GRANTON,LH169,ENDEAVOUR,A14051,40902,ANGLO-SCOTTISH FPO LTD,15.58,47,195,174.063,1972,W,GBR,N,N
EYEMOUTH,EYEMOUTH,LH163,BRIGHT RAY,A12339,44403,ANGLO-SCOTTISH FPO LTD,16.61,52,171,163.322,1971,W,GBR,N,N
EYEMOUTH,PORT SETON,LH147,CRYSTAL STREAM,A12328,40227,ANGLO-SCOTTISH FPO LTD,17.78,112.34,249,215.707,1984,W,GBR,N,N
EYEMOUTH,EYEMOUTH,LH109,SUPREME,A12302,44395,SCOTTISH FISHERMENS ORGANISATION,19.81,103,235,232.534,1975,W,GBR,N,N
EYEMOUTH,EYEMOUTH,LH1,WHITE HEATHER VI,A12229,41002,ANGLO-SCOTTISH FPO LTD,20.82,86,375,299.916,1981,S,GBR,N,Y
EYEMOUTH,EYEMOUTH,LH11,REBECCA,A12233,44380,SCOTTISH FISHERMENS ORGANISATION,21.53,155,369,310.947,1987,W,GBR,Y,N
EYEMOUTH,EYEMOUTH,LH111,BONAVENTURE,A12303,44396,ANGLO-SCOTTISH FPO LTD,21.78,154,369,312.194,1987,W,GBR,Y,N
EYEMOUTH,GRANTON,LH65,SHEMARAH II,B14521,40735,ANGLO-SCOTTISH FPO LTD,26.3,301,738,560.91,1995,S,GBS,N,N
FLEETWOOD,BARROW,BW23,ELAINALEE,B10045,11235,FLEETWOOD FPO LTD,11,10.61,82,78.7,1987,S,GBR,Y,N
FLEETWOOD,FLEETWOOD,FD170,ALBION,A12343,44404,FLEETWOOD FPO LTD,12.17,19.9,112,106.869,1955,W,GBR,N,N
FLEETWOOD,FLEETWOOD,MT49,SOLWAY PROSPECTOR,B10037,44692,NON-SECTOR,13.41,24.12,221,165.964,1989,S,GBR,N,Y
FLEETWOOD,FLEETWOOD,FD71,CRUSADER,A16344,10378,NON-SECTOR,17.29,43,171,172.391,1976,W,GBR,Y,N
FLEETWOOD,FLEETWOOD,FD160,COLINNE,A13743,10157,FLEETWOOD FPO LTD,21.21,81,171,207.604,1958,W,GBS,N,N
FLEETWOOD,FLEETWOOD,FD177,ISADALE,A10129,10013,FLEETWOOD FPO LTD,26.16,149,447,371.19,1971,S,GBS,N,N
FLEETWOOD,FLEETWOOD,FD521,MONTE MAZANTEU,B13756,41449,FLEETWOOD FPO LTD,27.3,200,298,325.2,1989,S,ESP,N,N
FLEETWOOD,FLEETWOOD,LT372,SUFFOLK CHIEFTAIN,A18989,44659,FLEETWOOD FPO LTD,38.25,400,741,630.653,1968,S,GBR,Y,N
FRASERBURGH,GARDENSTOWN,UL335,EXODUS,A11229,44193,NON-SECTOR,11.19,9.97,80,81.991,1974,W,UNK,Y,N
FRASERBURGH,MACDUFF,BF64,JUST REWARD,B10887,44705,WEST OF SCOTLAND FPO LTD,14,31.97,179,154.05,1989,S,GBR,N,Y
FRASERBURGH,MACDUFF,BF296,CHARISMA,A10833,40095,SCOTTISH FISHERMENS ORGANISATION,14.11,32.25,193,162.903,1981,W,GBR,N,Y
FRASERBURGH,FRASERBURGH,BF103,GRATITUDE,C17873,41030,ANGLO-SCOTTISH FPO LTD,14.85,37.28,269,204.21,2003,S,GBR,N,
FRASERBURGH,FRASERBURGH,BF101,SUNLIGHT RAY,C17641,44103,ANGLO-SCOTTISH FPO LTD,15.75,95,345,253.688,2002,W,,N,N
FRASERBURGH,GARDENSTOWN,FR285,EL-SHADDAI,A11392,41067,SCOTTISH FISHERMENS ORGANISATION,16,90,271,223.39,1987,W,GBR,N,N
FRASERBURGH,FRASERBURGH,BF27,ANTARIES,C17299,40963,NORTHERN PRODUCERS ORGANISATION LTD,16.7,106,363,271.065,2001,S,RUS,N,N
FRASERBURGH,FRASERBURGH,FR24,HORIZON 11,A11409,41040,NORTHERN PRODUCERS ORGANISATION LTD,16.75,125.73,369,263.2,1987,S,GBR,N,N
FRASERBURGH,GARDENSTOWN,FR156,ENDEAVOUR,C17373,40980,SCOTTISH FISHERMENS ORGANISATION,16.77,116,358,273.627,2001,S,GBR,N,N
FRASERBURGH,BUCKIE,FR349,OCEAN WAY,A10649,40046,SCOTTISH FISHERMENS ORGANISATION,17.07,80,215,193.537,1974,W,GBR,N,N
FRASERBURGH,FRASERBURGH,BF155,PLEIADES,C19370,41146,NORTHERN PRODUCERS ORGANISATION LTD,17.5,122,358,277.475,2008,S,GBR,N,N
FRASERBURGH,FRASERBURGH,BF794,SHAULORA,A10827,44151,THE FIFE FPO LTD,17.64,87,244,209.642,1974,S,GBR,N,N
FRASERBURGH,FRASERBURGH,FR4,GUIDE US,A10512,41262,SCOTTISH FISHERMENS ORGANISATION,17.94,109,405,303.345,1982,S,UNK,N,N
FRASERBURGH,FRASERBURGH,FR416,SILVER FERN,A11630,40155,NORTH EAST OF SCOTLAND FISHERMENS ORGANISATION,17.99,97,369,279.387,1982,W,GBR,N,N
FRASERBURGH,FRASERBURGH,BF372,SILVER WAVE,A17771,41596,THE FIFE FPO LTD,18.18,76,298,236.817,1974,S,GBR,N,N
FRASERBURGH,FRASERBURGH,PD77,OUR PRIDE,A22659,11043,SCOTTISH FISHERMENS ORGANISATION,18.25,104,305,260.255,1984,W,GBR,N,N
FRASERBURGH,FRASERBURGH,FR699,KARINYA,A10789,40852,SCOTTISH FISHERMENS ORGANISATION,18.26,120,364,287.055,1982,W,GBR,N,N
FRASERBURGH,PETERHEAD,BF206,SARDONYX II,B13709,44761,SCOTTISH FISHERMENS ORGANISATION,18.38,119,373,288.79,1993,S,GBR,N,N
FRASERBURGH,GARDENSTOWN,BF843,SHALANNA,A10895,40105,THE FIFE FPO LTD,18.42,97,373,287.764,1988,W,GBS,N,N
FRASERBURGH,FRASERBURGH,BCK181,HEATHER SPRIG,B10184,44693,ANGLO-SCOTTISH FPO LTD,18.6,136,413,313.446,1989,S,GBR,N,N
FRASERBURGH,FRASERBURGH,BF151,DAYSTAR,C19184,41116,SCOTTISH FISHERMENS ORGANISATION,18.6,167,400,306.48,2008,S,GBR,N,N
FRASERBURGH,FRASERBURGH,BF190,VIGILANT,C18331,44765,SCOTTISH FISHERMENS ORGANISATION,18.6,163,217,224.13,2004,S,GBR,N,N
FRASERBURGH,FRASERBURGH,FR50,UBEROUS,C18340,44731,SCOTTISH FISHERMENS ORGANISATION,18.6,163,372,293.88,2005,S,GBR,N,N
FRASERBURGH,FRASERBURGH,BF110,EXCEL,C19627,41221,SCOTTISH FISHERMENS ORGANISATION,18.95,174,379,303.2,2009,S,GBR,N,N
FRASERBURGH,FRASERBURGH,BF12,ELLORAH,C19403,41183,THE FIFE FPO LTD,18.95,174,403,314,2009,S,GBR,N,N
FRASERBURGH,FRASERBURGH,BF800,RELIANCE II,C19388,41177,SCOTTISH FISHERMENS ORGANISATION,19,166,356,293.2,2009,S,GBR,N,N
FRASERBURGH,FRASERBURGH,FR928,OCEAN PIONEER,C16929,40935,SCOTTISH FISHERMENS ORGANISATION,19,161,501,358.83,2000,S,ESP,N,N
FRASERBURGH,FRASERBURGH,BF19,AMETHYST,C19362,41135,SCOTTISH FISHERMENS ORGANISATION,19.05,167,375,298.29,2008,S,GBS,N,N
FRASERBURGH,FRASERBURGH,FR90,CHALLENGER,C19650,41234,SCOTTISH FISHERMENS ORGANISATION,19.07,166,492,354.89,2010,S,GBR,N,N
FRASERBURGH,FRASERBURGH,FR100,ACHIEVE,A13858,44614,SCOTTISH FISHERMENS ORGANISATION,19.36,129,298,264.586,1984,W,GBR,N,N
FRASERBURGH,FRASERBURGH,BF432,ORION,C17058,40946,SCOTTISH FISHERMENS ORGANISATION,19.9,195,496,368.47,2000,S,GBR,N,N
FRASERBURGH,GARDENSTOWN,BF109,CELESTIAL DAWN,C17208,44274,SCOTTISH FISHERMENS ORGANISATION,19.9,195,532,384.67,2000,S,GBR,N,N
FRASERBURGH,MACDUFF,BF340,FLOURISH N,C17269,44774,SCOTTISH FISHERMENS ORGANISATION,19.9,195,521,379.72,2001,S,GBR,N,N
FRASERBURGH,WHITEHILLS,FR54,FISHER BOYS,A10721,40542,SCOTTISH FISHERMENS ORGANISATION,20.26,139,298,275.92,1986,W,GBR,N,N
FRASERBURGH,PORTAVOGIE,FR891,GOOD HOPE,A10755,10061,CORNISH FPO LTD,20.4,170,328,288.156,1987,W,GBR,N,N
FRASERBURGH,FRASERBURGH,BF7,TRANQUILLITY,A10692,44112,SCOTTISH FISHERMENS ORGANISATION,20.6,169,399,318.394,1988,W,GBR,N,N
FRASERBURGH,FRASERBURGH,BF37,BRACODEN,B12388,41642,SCOTTISH FISHERMENS ORGANISATION,20.75,171,399,321.895,1991,S,GBR,N,N
FRASERBURGH,FRASERBURGH,FR101,ATLAS,B12667,41459,ANGLO-SCOTTISH FPO LTD,20.8,173,410,327.188,1992,W,GBR,N,N
FRASERBURGH,MACDUFF,BF89,AQUARIUS,B14229,40931,SCOTTISH FISHERMENS ORGANISATION,20.8,189,600,428.08,1994,S,GBR,N,N
FRASERBURGH,MACDUFF,BF24,SERENITY,B12041,44736,NORTH EAST OF SCOTLAND FISHERMENS ORGANISATION,20.85,158,328,290.631,1991,W,GBR,N,N
FRASERBURGH,FRASERBURGH,FR382,HEATHER BELLE,A12388,41605,NORTHERN IRELAND FPO LTD,20.87,127,445,331.94,1981,S,GBR,N,N
FRASERBURGH,FRASERBURGH,FR890,DAVANLIN,B14370,40940,SCOTTISH FISHERMENS ORGANISATION,20.89,157,485,361.973,1995,W,GBS,N,N
FRASERBURGH,FRASERBURGH,BF79,BOUNTIFUL,A12377,41607,THE FIFE FPO LTD,21.1,112,373,316.605,1987,W,GBR,N,N
FRASERBURGH,FRASERBURGH,PD245,DAISY II,C16221,44374,NORTHERN IRELAND FPO LTD,21.2,95,327,280.71,1988,S,FRA,N,N
FRASERBURGH,FRASERBURGH,BF240,FRUITFUL VINE,C19651,41233,SCOTTISH FISHERMENS ORGANISATION,21.22,191,480,364.54,2009,S,GBR,N,N
FRASERBURGH,FRASERBURGH,FR143,REBECCA,C19425,41142,SCOTTISH FISHERMENS ORGANISATION,21.22,191,485,366.79,2008,S,GBS,N,N
FRASERBURGH,FRASERBURGH,FR375,OCEAN QUEST,A13033,40974,NORTH EAST OF SCOTLAND FISHERMENS ORGANISATION,21.28,138,464,348.397,1982,S,GBR,N,Y
FRASERBURGH,PORTSOY,BF85,OCEAN CHALLENGE,C17121,41213,SCOTTISH FISHERMENS ORGANISATION,21.3,202,554,406.92,2000,W,GBR,N,N
FRASERBURGH,FRASERBURGH,FR152,OCEAN TRUST,A10748,40650,SCOTTISH FISHERMENS ORGANISATION,21.31,164,383,321.946,1985,W,GBR,N,N
FRASERBURGH,FRASERBURGH,FR366,HARVEST MOON,A24579,40394,SCOTTISH FISHERMENS ORGANISATION,21.34,165.42,399,323.595,1987,W,GBR,N,N
FRASERBURGH,FRASERBURGH,FR83,MILLBURN,A10554,40045,NORTHERN IRELAND FPO LTD,21.76,143,373,319.517,1975,W,GBR,N,N
FRASERBURGH,GARDENSTOWN,FR245,SHAMARIAH,B11132,40422,SCOTTISH FISHERMENS ORGANISATION,22.07,140.24,373,315.278,1989,W,GBR,N,N
FRASERBURGH,FRASERBURGH,BF191,VISION III,C20442,41669,SCOTTISH FISHERMENS ORGANISATION,23,227,480,383.9,2013,S,GBR,N,N
FRASERBURGH,FRASERBURGH,FR243,JACQUELINE ANNE,C20315,41632,SCOTTISH FISHERMENS ORGANISATION,23,227,480,383.9,2013,S,GBR,N,N
FRASERBURGH,FRASERBURGH,FR253,VIRTUOUS,C19715,41250,SCOTTISH FISHERMENS ORGANISATION,23.3,210,470,379.26,2010,S,GBR,N,N
FRASERBURGH,FRASERBURGH,FR129,FAITHFUL,A11481,40140,NORTHERN PRODUCERS ORGANISATION LTD,23.5,198,413,350.35,1985,W,GBR,N,N
FRASERBURGH,FRASERBURGH,BF56,SOLSTICE,C17445,41161,SCOTTISH FISHERMENS ORGANISATION,23.92,212,620,452.659,2000,S,ESP,N,N
FRASERBURGH,FRASERBURGH,INS353,ROSEBLOOM,C19267,41122,SCOTTISH FISHERMENS ORGANISATION,23.95,240,745,526.85,2003,S,GBR,N,N
FRASERBURGH,LOSSIEMOUTH,FR432,MAIMAI,A11754,44667,SCOTTISH FISHERMENS ORGANISATION,24.34,201,355,336.215,1988,S,GBS,N,N
FRASERBURGH,FRASERBURGH,FR443,MIA JANE W,C19210,44500,SCOTTISH FISHERMENS ORGANISATION,24.4,199,469,383.802,1989,S,FRA,N,N
FRASERBURGH,FRASERBURGH,FR246,RENOWN,A11549,40149,ABERDEEN FPO LTD,24.41,201,500,402.217,1987,S,GBR,N,N
FRASERBURGH,FRASERBURGH,FR147,MINERVA,C16852,40915,EASTERN ENGLAND FISH PRODUCERS ORGANISATION LTD,24.8,311,738,535.46,2000,S,GBR,N,N
FRASERBURGH,MACDUFF,BF223,ACHIEVE,C17247,40948,SCOTTISH FISHERMENS ORGANISATION,24.8,309,862,591.26,2001,S,GBR,N,N
FRASERBURGH,WHITEHILLS,BF362,NORLAN,C16360,40903,SCOTTISH FISHERMENS ORGANISATION,24.8,309,741,536.81,1999,S,GBR,N,N
FRASERBURGH,FRASERBURGH,BF106,ZENITH,A12554,44443,SCOTTISH FISHERMENS ORGANISATION,24.85,192,500,400.441,1986,W,GBR,N,N
FRASERBURGH,FRASERBURGH,FR268,VALHALLA,C16561,41559,SCOTTISH FISHERMENS ORGANISATION,25.6,201,492,400.6,1999,S,ESP,N,N
FRASERBURGH,FRASERBURGH,FR173,DEMARUS,A12456,41018,SCOTTISH FISHERMENS ORGANISATION,25.9,217,579,434.08,1984,S,GBR,N,Y
FRASERBURGH,FRASERBURGH,FR178,CRYSTAL RIVER,A10524,44070,NORTH EAST OF SCOTLAND FISHERMENS ORGANISATION,25.91,208,514,421.738,1985,S,NLD,N,N
FRASERBURGH,MACDUFF,BF803,CARINA,B14488,40749,SCOTTISH FISHERMENS ORGANISATION,25.93,335,745,547.876,1996,S,GBR,N,N
FRASERBURGH,FRASERBURGH,FR359,SUNRISE,A11608,44272,NORTH EAST OF SCOTLAND FISHERMENS ORGANISATION,26,201,503,413.55,1984,S,GBR,N,N
FRASERBURGH,MACDUFF,BF1,ENTERPRISE II,C16778,40905,SCOTTISH FISHERMENS ORGANISATION,26,421,718,562.3,1999,S,GBR,N,N
FRASERBURGH,FRASERBURGH,FR385,DEFIANCE,A11568,40843,NORTH EAST OF SCOTLAND FISHERMENS ORGANISATION,26.21,187,475,393.551,1975,S,GBR,N,N
FRASERBURGH,MACDUFF,FR327,RESILIENT III,A13328,44552,NORTHERN IRELAND FPO LTD,26.21,154,466,379.541,1973,S,GBR,N,N
FRASERBURGH,GARDENSTOWN,FR151,LYNDEN II,A13221,40141,SCOTTISH FISHERMENS ORGANISATION,26.23,168,596,443.941,1976,S,GBR,N,N
FRASERBURGH,FRASERBURGH,A107,NATALIE B,A10395,41635,THE FIFE FPO LTD,26.36,124,373,336.554,1967,S,NLD,N,Y
FRASERBURGH,FRASERBURGH,BF28,REPLENISH,C16541,41138,NORTH EAST OF SCOTLAND FISHERMENS ORGANISATION,26.5,299,382,383.9,1998,S,GBR,N,N
FRASERBURGH,FRASERBURGH,FR941,PHOENIX,A11638,44548,ABERDEEN FPO LTD,26.5,237,547,440.925,1988,S,GBR,N,N
FRASERBURGH,FRASERBURGH,FR110,MAGGIE ANN,A21255,10875,NON-SECTOR,26.6,111,219.32,258.294,1961,S,NLD,N,Y
FRASERBURGH,FRASERBURGH,FR121,HELENUS,A12541,40750,ABERDEEN FPO LTD,26.61,235,616,476.775,1987,S,GBR,N,N
FRASERBURGH,MACDUFF,BF74,SEAGULL,B14307,40514,SCOTTISH FISHERMENS ORGANISATION,27.41,349,709,552.583,,S,GBS,N,N
FRASERBURGH,MACDUFF,BF505,GENESIS,B13883,40458,SCOTTISH FISHERMENS ORGANISATION,27.47,362,731,563.544,1993,S,GBS,N,N
FRASERBURGH,FRASERBURGH,BF440,BERYL,C16444,40870,SCOTTISH FISHERMENS ORGANISATION,27.85,331,555.8,486.835,1998,S,ESP,N,N
FRASERBURGH,WHITEHILLS,BF326,VENTURE II,C17393,40975,SCOTTISH FISHERMENS ORGANISATION,28,468,1060,743,2001,S,GBR,N,N
FRASERBURGH,FRASERBURGH,BF515,ENDEAVOUR IV,C19453,41162,SCOTTISH FISHERMENS ORGANISATION,28.96,478,1060,781.08,2008,S,GBR,N,N
FRASERBURGH,FRASERBURGH,FR487,SUNBEAM,C16691,41083,SCOTTISH FISHERMENS ORGANISATION,56.17,1349,2949,1973.005,1999,S,ESP,N,N
FRASERBURGH,FRASERBURGH,BF77,OCEAN QUEST,C17793,41022,SCOTTISH FISHERMENS ORGANISATION,61.5,1632,5017.79,3069.805,2002,S,ESP,N,N
FRASERBURGH,FRASERBURGH,FR77,OCEAN VENTURE,C17855,41029,SCOTTISH FISHERMENS ORGANISATION,61.5,1632,5012,3067.2,2003,S,GBR,N,N
FRASERBURGH,FRASERBURGH,FR249,FOREVER GRATEFUL,C17272,41076,SCOTTISH FISHERMENS ORGANISATION,63.97,1464,3036.42,2102.044,2001,S,ESP,N,Y
FRASERBURGH,GARDENSTOWN,BF50,RESOLUTE,C17961,41552,SCOTTISH FISHERMENS ORGANISATION,64,1759,4500,2857,2003,S,NOR,N,N
FRASERBURGH,FRASERBURGH,FR226,CHALLENGE,C18160,41063,KLONDYKE,65,1676,5110,3157.5,2004,S,ESP,N,N
FRASERBURGH,FRASERBURGH,FR227,TAITS,C17249,41169,KLONDYKE,70.6,1965,5234,3273.1,2000,S,NOR,N,N
FRASERBURGH,FRASERBURGH,FR228,CHRIS ANDRA,C18898,41107,KLONDYKE,71.2,2247,6000,3725.28,2006,S,NOR,N,Y
FRASERBURGH,FRASERBURGH,FR224,CHRISTINA S,C18943,41139,SCOTTISH FISHERMENS ORGANISATION,71.96,2411,5999,3742.97,2007,S,NOR,N,N
GRIMSBY,HULL,BN23,JAIME LOUISE,B13380,10291,NON-SECTOR,10.05,7.49,63,64.329,1992,S,GBR,N,N
GRIMSBY,BOSTON,BN428,ITSIE BITSIE,C17115,10562,NON-SECTOR,10.55,9.53,130,103.865,2000,S,GBR,N,N
GRIMSBY,KINGS LYNN,LN84,ELIZABETH MARY,B11268,11387,NON-SECTOR,10.55,5.01,75,70.675,1974,S,,N,N
GRIMSBY,BOSTON,WY133,CHALLENGE A,A24129,11166,NON-SECTOR,10.67,10.53,103,84.975,1974,W,GBR,N,N
GRIMSBY,BOSTON,BN84,MAGGIE S,B11948,11453,NON-SECTOR,10.88,12.15,134,104.908,1989,S,GBR,N,N
GRIMSBY,BOSTON,BN19,SOVEREIGN,B11092,10208,NON-SECTOR,10.9,16.83,95,88.53,1989,S,GBR,Y,N
GRIMSBY,GRIMSBY,LN479,FIRECREST,C19505,10687,NON-SECTOR,11.07,7.85,57,63.288,1989,S,GBR,N,N
GRIMSBY,BOSTON,LL179,HOPEFUL I,A23347,11492,NON-SECTOR,11.18,14.99,96.05,92.415,1988,S,GBR,N,N
GRIMSBY,BOSTON,BN67,INTREPID,B10867,11596,NON-SECTOR,11.2,12.08,91,87.99,1989,S,GBR,Y,N
GRIMSBY,BOSTON,BN64,RUTH IMELDA,B10768,11724,NON-SECTOR,11.28,15.04,93,87.196,1989,S,GBR,Y,N
GRIMSBY,KINGS LYNN,LN129,BOY STEVEN,A18531,10674,NON-SECTOR,11.83,16.19,134,107.857,1978,S,GBR,N,N
GRIMSBY,KINGS LYNN,LN126,BOY NEIL,A18530,10673,NON-SECTOR,11.92,20.59,134,111.556,1981,S,GBR,N,N
GRIMSBY,KINGS LYNN,LN468,JOLENE,C17628,12222,NON-SECTOR,11.92,22.97,221,168.586,2002,S,GBR,Y,Y
GRIMSBY,GRIMSBY,BN39,MERLIN,C19272,44709,NON-SECTOR,11.98,14.81,170,132.327,2007,S,GBR,N,N
GRIMSBY,GRIMSBY,LN177,OUR LASSIE,A13646,44192,NON-SECTOR,12.02,16.87,92,95.37,1955,W,GBR,Y,Y
GRIMSBY,KINGS LYNN,LN471,PAMELA MARY,C17936,12225,NON-SECTOR,12.18,14.96,112,106.428,2002,S,GBR,Y,Y
GRIMSBY,BOSTON,BN1,WASH PILGRIM,B13011,11500,NON-SECTOR,12.99,19.24,112,112.492,1992,S,GBR,N,N
GRIMSBY,KINGS LYNN,LN161,WASH PRINCESS,B13098,11938,NON-SECTOR,13.1,19.95,203,154.23,1992,S,GBR,N,N
GRIMSBY,GRIMSBY,LN478,ANA MARIA,C19421,12203,NON-SECTOR,13.28,27.3,212.61,174.425,2008,S,GBR,Y,Y
GRIMSBY,BOSTON,BN80,LUCY MARIE,C16842,11813,NON-SECTOR,13.3,27.7,182,145.74,1999,S,GBR,Y,N
GRIMSBY,BOSTON,BN86,VICKY ELLEN,B13034,11501,NON-SECTOR,13.38,25.96,164,141.503,1992,S,GBR,N,N
GRIMSBY,KINGS LYNN,LN119,JUSTINE MARIE,B10773,11322,NON-SECTOR,13.47,16.1,186,145.931,1988,S,GBR,N,N
GRIMSBY,BOSTON,BN190,KATHRYN JAMES,B14590,11716,NON-SECTOR,13.52,20.66,134,125.331,1996,S,GBR,N,N
GRIMSBY,KINGS LYNN,LN466,CHARLOTTE,C17386,11847,NON-SECTOR,13.6,28.29,220,177.88,2001,S,GBR,Y,Y
GRIMSBY,GRIMSBY,LN483,AUDRINA,C19757,12229,NON-SECTOR,13.65,29.95,216.34,176.523,2009,S,GBR,N,Y
GRIMSBY,KINGS LYNN,LN6,LUCKY LUKE,C17087,12223,NON-SECTOR,13.71,25.79,194,166.407,2000,S,POR,N,Y
GRIMSBY,KINGS LYNN,LN465,JOHN WILLY,C17332,11934,NON-SECTOR,13.77,23.66,221,166.648,2001,S,GBR,N,N
GRIMSBY,GRIMSBY,BN445,SEVEN SISTERS,C19192,11427,NON-SECTOR,13.86,21.89,204,159.853,2007,S,GBR,N,N
GRIMSBY,GRIMSBY,BN5,TRACEY ELAINE,C19048,11977,NON-SECTOR,13.9,29.08,189,152.326,2007,S,GBR,Y,N
GRIMSBY,KINGS LYNN,LN474,GEORGIE FISHER,C18577,11880,NON-SECTOR,13.9,22.89,221,167.421,2005,S,GBR,Y,
GRIMSBY,GRIMSBY,BN2,SEA DOG,C19439,41095,NON-SECTOR,13.92,22.94,134,129.204,2008,S,GBR,Y,N
GRIMSBY,BOSTON,BN438,PATRICIA B,C17932,11883,NON-SECTOR,13.94,21.53,201,159.453,2003,S,GBR,N,
GRIMSBY,GRIMSBY,LN486,AUDREY PATRICIA,C20438,41034,NON-SECTOR,13.94,30.31,216,166.482,2008,S,GBR,Y,N
GRIMSBY,GRIMSBY,LN475,SUNNY MORN,C18746,11506,NON-SECTOR,13.98,22.26,210,163.002,2005,S,GBR,N,N
GRIMSBY,KINGS LYNN,LN458,TWO MARKS,C16631,11865,NON-SECTOR,13.98,22.98,221,169.21,1999,S,NLD,Y,N
GRIMSBY,GRIMSBY,NN56,JOHANNA,A19892,12230,NON-SECTOR,14.16,31.23,186,153.226,1985,S,UNK,N,N
GRIMSBY,KINGS LYNN,LN175,LYNN PRINCESS,B10756,11319,NON-SECTOR,16.81,25,134,145.359,,S,NLD,N,Y
GRIMSBY,KINGS LYNN,LN22,SEAGULL,A18456,11935,EASTERN ENGLAND FISH PRODUCERS ORGANISATION LTD,17.2,38,221,185.794,1968,S,GBR,N,Y
GRIMSBY,KINGS LYNN,LN20,SEA SWALLOW,A18454,10656,NON-SECTOR,17.6,35,223,189.23,1967,S,DEU,N,Y
GRIMSBY,KINGS LYNN,LN91,PORTUNUS,A18509,11872,EASTERN ENGLAND FISH PRODUCERS ORGANISATION LTD,17.65,46,221,200.055,1983,S,NLD,Y,N
GRIMSBY,GRIMSBY,GY903,JUBILEE PRIDE,C20122,12182,EASTERN ENGLAND FISH PRODUCERS ORGANISATION LTD,17.76,47,145,150.853,1979,W,DNK,N,Y
GRIMSBY,GRIMSBY,GY991,FRUITFUL HARVEST 111,A13273,12076,EASTERN ENGLAND FISH PRODUCERS ORGANISATION LTD,19.81,113,298,266.827,1976,W,GBR,N,N
GRIMSBY,UNSPECIFIED DANISH PORT,GY305,RACHAEL S,A17563,10532,THE FPO LTD,20.1,83,171.5,194.76,1974,W,DNK,N,N
GRIMSBY,GRIMSBY,GY455,EDLEI,A17621,11823,EASTERN ENGLAND FISH PRODUCERS ORGANISATION LTD,20.18,64,261,231.669,1975,W,GBR,N,N
GRIMSBY,GRIMSBY,GY25,JUBILEE SPIRIT,C16090,11761,EASTERN ENGLAND FISH PRODUCERS ORGANISATION LTD,21.2,178,347,302.43,1997,S,,N,N
GRIMSBY,GRIMSBY,GY900,JUBILEE QUEST,C19580,12018,EASTERN ENGLAND FISH PRODUCERS ORGANISATION LTD,21.67,195,448,353.29,2009,S,GBR,N,N
GRIMSBY,GRIMSBY,GY189,SORRENTO,A24787,11982,THE FPO LTD,21.77,74,187,206.933,1974,W,DNK,N,N
